phase,epoch,train_loss,train_acc,val_loss,val_acc,lr
head,1,3.1542849437395732,0.3517708333333333,2.0505611658096314,0.565,0.001
head,2,1.8695850376288097,0.5740625,1.5602292402585347,0.6225,0.001
head,3,1.5018966337045034,0.6326041666666666,1.3825481247901916,0.6429166666666667,0.001
head,4,1.3243795218070349,0.6636458333333334,1.2293562054634095,0.67625,0.001
head,5,1.2069012784957887,0.6821875,1.20362868865331,0.66875,0.001
finetune,1,1.0840627181529998,0.7165625,1.1383954377969105,0.6829166666666666,0.0001
finetune,2,1.0086332722504934,0.7334375,1.0998721086978913,0.6945833333333333,0.0001
finetune,3,0.9574127414822579,0.7410416666666667,1.0617037439346313,0.6929166666666666,0.0001
finetune,4,0.9255574905872345,0.749375,1.0526011574268341,0.6941666666666667,0.0001
finetune,5,0.8940690061450005,0.7554166666666666,1.0155238684018453,0.7033333333333334,0.0001
finetune,6,0.8623782829443614,0.7594791666666667,1.0238840381304424,0.70375,0.0001
finetune,7,0.832656034429868,0.7678125,1.0362988917032878,0.6945833333333333,0.0001
finetune,8,0.812068042755127,0.77625,1.025463807185491,0.70125,1e-05
finetune,9,0.7805050241947175,0.78625,1.0221316198507944,0.6991666666666667,1e-05
finetune,10,0.7687952524423599,0.7907291666666667,1.0207095837593079,0.6979166666666666,1e-05
