phase,epoch,train_loss,train_acc,val_loss,val_acc,lr
head,1,2.962066427071889,0.34510416666666666,1.6161721555391948,0.5954166666666667,0.001
head,2,1.590421616236369,0.6013541666666666,1.1511616941293081,0.6691666666666667,0.001
head,3,1.2926744387547175,0.6589583333333333,1.030840083360672,0.6916666666666667,0.001
head,4,1.143718517422676,0.6816666666666666,0.9566927210489908,0.71375,0.001
head,5,1.073374373714129,0.6953125,0.9340063478549322,0.7083333333333334,0.001
finetune,1,0.9372607419888178,0.7294791666666667,0.8606595671176911,0.7341666666666666,0.0001
finetune,2,0.6954133825500807,0.7998958333333334,0.8304610653718313,0.7425,0.0001
finetune,3,0.5781643512348335,0.8370833333333333,0.8467353316148122,0.7345833333333334,0.0001
finetune,4,0.48932218993703525,0.8627083333333333,0.8652002640565236,0.7341666666666666,0.0001
finetune,5,0.39918312668800354,0.8923958333333334,0.8661183927456538,0.7425,1e-05
finetune,6,0.29825922412176925,0.9295833333333333,0.8203959703445435,0.7495833333333334,1e-05
finetune,7,0.2622984236230453,0.9427083333333334,0.8139582206805547,0.755,1e-05
finetune,8,0.25383027630547683,0.945,0.8081854784488678,0.7558333333333334,1e-05
finetune,9,0.24615307966868083,0.950625,0.8030978006124496,0.7533333333333333,1e-05
finetune,10,0.23207970696190994,0.9561458333333334,0.8029002769788106,0.7595833333333334,1e-05
