phase,epoch,train_loss,train_acc,val_loss,val_acc,lr
head,1,3.154668164253235,0.3463541666666667,2.0638985697428387,0.5629166666666666,0.001
head,2,1.8524917995929717,0.5833333333333334,1.5938362908363342,0.6083333333333333,0.001
head,3,1.4990138002236684,0.6326041666666666,1.420670730272929,0.6270833333333333,0.001
head,4,1.3311298151810964,0.6640625,1.2416813667615254,0.6666666666666666,0.001
head,5,1.209346316655477,0.6834375,1.1997734904289246,0.6641666666666667,0.001
finetune,1,1.071985880335172,0.7267708333333334,1.148812106847763,0.6741666666666667,0.0001
finetune,2,0.9909607632954915,0.7373958333333334,1.1217324356238048,0.68,0.0001
finetune,3,0.9437994302312533,0.7501041666666667,1.0975467360019684,0.67875,0.0001
finetune,4,0.9129085278511048,0.7561458333333333,1.0695206765333811,0.6833333333333333,0.0001
finetune,5,0.8771012332042059,0.763125,1.0634573161602021,0.6779166666666666,0.0001
finetune,6,0.8406630603472391,0.7733333333333333,1.0575465619564057,0.6795833333333333,0.0001
finetune,7,0.8156009416778882,0.7797916666666667,1.0537586923440296,0.6820833333333334,0.0001
finetune,8,0.7944417864084243,0.7846875,1.0226160347461701,0.6904166666666667,0.0001
finetune,9,0.788159555097421,0.7848958333333333,1.0345639916261038,0.6925,0.0001
finetune,10,0.7550507201751073,0.7934375,1.0174145487944286,0.6916666666666667,0.0001
