phase,epoch,train_loss,train_acc,val_loss,val_acc,lr
head,1,2.961276071468989,0.35010416666666666,1.5691833472251893,0.5975,0.001
head,2,1.6009951853752136,0.5975,1.1459486166636148,0.6745833333333333,0.001
head,3,1.3049176665147146,0.6533333333333333,1.0314444031318029,0.7008333333333333,0.001
head,4,1.1601235673824946,0.6753125,0.9486352012554804,0.7220833333333333,0.001
head,5,1.0757887947559357,0.6967708333333333,0.9433947255214056,0.7120833333333333,0.001
finetune,1,0.9500174313783646,0.7211458333333334,0.8158684730529785,0.7504166666666666,0.0001
finetune,2,0.7189659677942594,0.7928125,0.8154418091475963,0.74875,0.0001
finetune,3,0.585226397116979,0.8355208333333334,0.8151374944051106,0.7545833333333334,0.0001
finetune,4,0.4971369050939878,0.8633333333333333,0.825780700246493,0.74875,0.0001
finetune,5,0.40016305722296236,0.8932291666666666,0.8308327027161916,0.7529166666666667,0.0001
finetune,6,0.34335697824756306,0.9147916666666667,0.8566216695308685,0.7508333333333334,1e-05
finetune,7,0.2550358774761359,0.94375,0.8012366707126299,0.7579166666666667,1e-05
finetune,8,0.22367899225403864,0.958125,0.7906327969829241,0.7604166666666666,1e-05
finetune,9,0.21569433043400446,0.9580208333333333,0.7939495287338892,0.7604166666666666,1e-05
finetune,10,0.20633259837826093,0.9639583333333334,0.7825710713863373,0.7604166666666666,1e-05
