phase,epoch,train_loss,train_acc,val_loss,val_acc,lr
head,1,3.154147109587987,0.349375,2.1156032943725585,0.54125,0.001
head,2,1.8581346193949382,0.5834375,1.572058006922404,0.62625,0.001
head,3,1.4932296840349832,0.6334375,1.433363782564799,0.6358333333333334,0.001
head,4,1.3289989872773489,0.6659375,1.257488754192988,0.6579166666666667,0.001
head,5,1.2003126978874206,0.6886458333333333,1.214407168229421,0.67,0.001
finetune,1,1.0753746898969014,0.7178125,1.1796118414402008,0.67875,0.0001
finetune,2,1.005154325167338,0.73625,1.1191741907596588,0.6904166666666667,0.0001
finetune,3,0.9421012471119563,0.7444791666666667,1.0860489463806153,0.6883333333333334,0.0001
finetune,4,0.9162924848993619,0.751875,1.0721832819779713,0.6929166666666666,0.0001
finetune,5,0.882779867152373,0.7644791666666667,1.0654896207650502,0.6908333333333333,0.0001
finetune,6,0.8424991750717163,0.7702083333333334,1.0562411586443583,0.6975,0.0001
finetune,7,0.8223041780789693,0.7765625,1.0655341430505116,0.6933333333333334,0.0001
finetune,8,0.8095162902275721,0.7782291666666666,1.069182665348053,0.6945833333333333,0.0001
finetune,9,0.7821032014489174,0.7826041666666667,1.036537143389384,0.7004166666666667,0.0001
finetune,10,0.7594557225704193,0.7908333333333334,1.0186290510495504,0.7054166666666667,0.0001
