phase,epoch,train_loss,train_acc,val_loss,val_acc,lr
head,1,3.155070503552755,0.3521875,1.775396428902944,0.6345833333333334,0.001
head,2,1.8749156181017559,0.5788541666666667,1.3743899989128112,0.66125,0.001
head,3,1.5256338932116826,0.6352083333333334,1.235734409491221,0.6758333333333333,0.001
head,4,1.3593519254525503,0.6580208333333334,1.1290844221909841,0.6870833333333334,0.001
head,5,1.248181911110878,0.6744791666666666,1.1244938695430755,0.6858333333333333,0.001
finetune,1,1.1063106562693914,0.7175,1.0548413900534312,0.6991666666666667,0.0001
finetune,2,1.0419436339537302,0.7294791666666667,1.04062331755956,0.6975,0.0001
finetune,3,0.9988625052571297,0.74125,0.9834138377507528,0.71875,0.0001
finetune,4,0.9752164975802103,0.738125,1.0434046403566997,0.69875,0.0001
finetune,5,0.9145031026005745,0.7630208333333334,0.9887085183461507,0.7125,0.0001
finetune,6,0.8852849471569061,0.766875,0.9572199559211731,0.71625,0.0001
finetune,7,0.863115959862868,0.77375,0.9561861519018809,0.7175,0.0001
finetune,8,0.8420152182380358,0.7738541666666666,0.9530069279670715,0.7183333333333334,0.0001
finetune,9,0.8270160726706187,0.7798958333333333,0.9583577303091685,0.7170833333333333,0.0001
finetune,10,0.8011594826976458,0.7855208333333333,0.9301247584819794,0.7258333333333333,0.0001
