phase,epoch,train_loss,train_acc,val_loss,val_acc,lr
head,1,3.153493395646413,0.35489583333333335,2.081871387163798,0.56625,0.001
head,2,1.8643087156613667,0.5732291666666667,1.58403733253479,0.60875,0.001
head,3,1.4928147419293722,0.6422916666666667,1.383485477765401,0.6441666666666667,0.001
head,4,1.3305203413963318,0.6607291666666667,1.2764245398839316,0.6620833333333334,0.001
head,5,1.2041955039898555,0.68625,1.2149989227453868,0.66375,0.001
finetune,1,1.0580068627993267,0.7279166666666667,1.1634332565466563,0.6704166666666667,0.0001
finetune,2,0.9966517808039983,0.7391666666666666,1.1070529508590699,0.6779166666666666,0.0001
finetune,3,0.9494959235191345,0.74875,1.0985252285003662,0.6779166666666666,0.0001
finetune,4,0.9246411473552386,0.7497916666666666,1.0910419762134551,0.6816666666666666,0.0001
finetune,5,0.8963654033342997,0.7528125,1.0563581609725952,0.68875,0.0001
finetune,6,0.8366485511263212,0.77875,1.0371863691012064,0.6941666666666667,0.0001
finetune,7,0.8262865155935287,0.7785416666666667,1.0337978112697601,0.6925,0.0001
finetune,8,0.8073274745543798,0.7819791666666667,1.035248271226883,0.68625,0.0001
finetune,9,0.7843313500285148,0.7827083333333333,1.0458135430018107,0.6908333333333333,0.0001
finetune,10,0.7549611921111743,0.7927083333333333,1.0244658358891805,0.6975,0.0001
