phase,epoch,train_loss,train_acc,val_loss,val_acc,lr
head,1,3.1488859371344247,0.35322916666666665,1.8274574224154154,0.6229166666666667,0.001
head,2,1.8685755360126495,0.5726041666666667,1.4179493880271912,0.6533333333333333,0.001
head,3,1.5213988371690115,0.631875,1.2379061476389568,0.6825,0.001
head,4,1.3449126134316127,0.6569791666666667,1.179568719069163,0.6779166666666666,0.001
head,5,1.23406446993351,0.6830208333333333,1.130480217138926,0.68375,0.001
finetune,1,1.111807099779447,0.7141666666666666,1.0453423110644022,0.7058333333333333,0.0001
finetune,2,1.0360020458698274,0.7367708333333334,1.048625353773435,0.7041666666666667,0.0001
finetune,3,0.993538932899634,0.7388541666666667,1.0028745037317277,0.7133333333333334,0.0001
finetune,4,0.9729337282975514,0.7434375,1.026324150164922,0.7095833333333333,0.0001
finetune,5,0.9198224667708079,0.7588541666666667,0.9910152792930603,0.7158333333333333,0.0001
finetune,6,0.8757620020707448,0.7673958333333334,0.9815317940711975,0.7195833333333334,0.0001
finetune,7,0.8670752291878064,0.7703125,0.9703627856572469,0.7195833333333334,0.0001
finetune,8,0.8483442376057307,0.7771875,0.9442128072182338,0.73,0.0001
finetune,9,0.830478901763757,0.7785416666666667,0.961343934138616,0.7275,0.0001
finetune,10,0.8008322622378667,0.7885416666666667,0.9350361255804698,0.73,0.0001
