model,mean_val_loss,std_val_loss,mean_training_time_min,std_training_time_min,mean_best_epoch,std_best_epoch
efficientnet_b0,0.9216889202992121,0.013919109948747607,27.191617639064788,0.14542513422823602,10.0,0.0
mobilenet_v2,1.0142413540283841,0.01117016423572168,24.645149535338085,0.39363724657202953,8.8,2.16794833886788
resnet18,0.7982554202477138,0.01481806385847783,30.167296406428022,0.06005576137718936,10.0,0.0
