model,mean_val_loss,std_val_loss,mean_val_acc,std_val_acc,mean_train_acc,std_train_acc,mean_best_epoch,std_best_epoch
efficientnet_b0,0.9216889202992122,0.013919109948747566,0.73075,0.005003471017426022,0.785875,0.0033240430431596057,10.0,0.0
mobilenet_v2,1.0142413540283841,0.01117016423572168,0.6998333333333333,0.005421472227274722,0.7819583333333333,0.016212463323440077,8.8,2.16794833886788
resnet18,0.7982554202477138,0.01481806385847783,0.7606666666666666,0.005013869652163782,0.9596458333333333,0.005601126033863392,10.0,0.0
